ID,Prioridad,Nombre del Programa,Nombre de la modalidad/Categoría (si aplica),Institución a cargo,Características del apoyo,Mecanismo de entrega,Descripción del programa,Dato de contacto para pedir informes,Concatenar 1,Concatenar 2,Clasificación por prioridad (ya está en operación),Clasificación por prioridad (aún no existe),Número de Prioridad,Profesionista,Necesidad,Tradicional,Lifestyle,Cultural,Emp Social,Alto impacto,Aún no existe,Start up,Crecimiento,Consolidación
E-SDC-IF-07,Otros programas de interés,Incentivos fiscales,Empresas de maquila exportación,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Incentivos fiscales,Subsidio,Otorga incentivos fiscales a empresas de la industria maquiladora de exportación.,"Teléfono. 5682 2096 ext. 126 y 318 
 correo: jessica.rodriguez@sedecodf.gob.mx",Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,1,0,0,0,1,0,1,1,1
F-GOB-VU-00,Otros programas de interés,Ventanilla Única Para el Comercio Exterior,,Gobierno de la República,Trámites,Servicio,"Es una herramienta que permite el envío de la información electrónica, una sola vez, ante una única entidad, para cumplir con todos los requerimientos del comercio exterior. Esto es posible a través de la simplificación, homologación y automatización de los procesos de gestión.",www.ventanillaunica.gob.mx,Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,"1c
 1d",0,1,1,1,0,1,1,1
F-SEC-PR-00,Otros programas de interés,PROSEC,,Secretaría de Economía,Certificación,Servicio,Programa dirigido a productores que les permite importar con arancel preferencial bienes para la elaboración de ciertos productos,"Alfonso Reyes No.30, Col. Hipódromo Condesa CP 06140, Del. Cuauhtémoc, México, Distrito Federal, Tel. (55) 5729-9100 | 01(800) 08 32-666 o cualquier delegación o subdelegación de la Secretaría de Economía.",Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,"1c
 1d",0,1,1,1,0,1,1,1
F-SEC-AL-00,Otros programas de interés,ALTEX,,Secretaría de Economía,Certificación,Servicio,"Es un instrumento de promoción a las exportaciones de productos mexicanos, destinado a apoyar su operación mediante facilidades administrativas y fiscales. Uno de sus principales beneficios es la devolución de saldos a favor del IVA, en un término aproximado de cinco días hábiles.","Alfonso Reyes No.30, Col. Hipódromo Condesa CP 06140, Del. Cuauhtémoc, México, Distrito Federal, Tel. (55) 5729-9100 | 01(800) 08 32-666 o cualquier delegación o subdelegación de la Secretaría de Economía.",Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,"1c
 1d",0,1,1,1,0,1,1,1
F-SEC-DR-00,Otros programas de interés,Drawback,,Secretaría de Economía,Otros,Otro,"Programa que permite a los beneficiarios recuperar el impuesto general de importación causado por materiales que hayan sido incorporados a producto exportado, que se retornen en el mismo estado o que vayan a ser reparadas o alteradas en el país.","Alfonso Reyes No.30, Col. Hipódromo Condesa CP 06140, Del. Cuauhtémoc, México, Distrito Federal, Tel. (55) 5729-9100 | 01(800) 08 32-666 o cualquier delegación o subdelegación de la Secretaría de Economía.",Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,"1c
 1d",0,1,1,1,0,1,1,1
F-SEC-EC-00,Otros programas de interés,ECEX,,Secretaría de Economía,"Asesoría/Capacitación
 Certificación",Servicio,Permite a las empresas acceder a los mercados internacionales con facilidades administrativas y apoyos financieros de la banca de desarrollo.,"Alfonso Reyes No.30, Col. Hipódromo Condesa CP 06140, Del. Cuauhtémoc, México, Distrito Federal, Tel. (55) 5729-9100 | 01(800) 08 32-666 o cualquier delegación o subdelegación de la Secretaría de Economía.",Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,"1c
 1d",0,1,1,1,0,1,1,1
F-SEC-IM-00,Otros programas de interés,IMMEX,,Secretaría de Economía,Otros,Servicio,"Brinda la posibilidad de importar bienes específicos sin cubrir el impuesto general de importación, el impuesto al valor agregado y, en su caso, las cuotas compensatorias, temporalmente.","Alfonso Reyes No.30, Col. Hipódromo Condesa CP 06140, Del. Cuauhtémoc, México, Distrito Federal, Tel. (55) 5729-9100 | 01(800) 08 32-666 o cualquier delegación o subdelegación de la Secretaría de Economía.",Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,"1c
 1d",0,1,1,1,0,1,1,1
E-FDS-FM-09,Otros programas de interés,"Estrategia de financiamiento a la Micro, Pequeña y Mediana empresa.",Catálogo de productores,FONDESO,Vinculación,Vinculación,Herramienta de vinculación entre los beneficiarios de FONDESO. Catálogo en línea que incorpora los productos o servicios de los acreditados que hayan cumplido con la liquidación de algún Producto crediticio o que se encuentren al corriente en sus pagos.,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,1,1,1,1,1,1,0,0,1,1,0
E-FDS-AC-00,Otros programas de interés,Apoyo a la Comercialización,,FONDESO,Vinculación,Vinculación,"Este servicio busca brindar espacios de comercialización, difusión y vinculación a los acreditados del FONDESO. El Fideicomiso podrá organizar ferias o exposiciones, o bien, pueden ser eventos en los que el Fondo gestiona espacios de comercialización para que sean ocupados por los acreditados.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,1,1,0,1,1,0,0,1,1,0
E-SDC-EM-05,Otros programas de interés,"Programa Estratégico de Apoyo a la Micro, Pequeña y Mediana Empresa",Comercio exterior,SEDECO,"Asesoría/Capacitación
 Vinculación",Capacitación,"Servicio de asesoría, formación y capacitación para la exportación dirigido a micro y pequeños empresarios. Además otorga apoyos directos a través de instituciones públicas o privadas especializadas en promover la comercialización en el exterior de productos de micro, pequeñas o medianas empresas.",Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F. Teléfono: 56 82 20 96 email: oip@sedecodf.gob.mx,Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,"1c
 1d",0,1,1,1,0,1,1,1
E-SDC-EM-08,Otros programas de interés,"Programa Estratégico de Apoyo a la Micro, Pequeña y Mediana Empresa",Acompañamiento y promoción para el desarrollo empresarial,SEDECO,Comercialización,Subsidio,"Apoyo encaminado a promover la participación de MiPyMes en eventos de promoción empresarial y la comercialización de productos agropecuarios, tecnológicos y/o industriales en mercados internacionales.",Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F. Teléfono: 56 82 20 96 email: oip@sedecodf.gob.mx,Otros programas de interés,,Expandir mi mercado.,Expandir mis opciones de mercado.,20,0,0,"1c
 1d",0,1,1,1,0,1,1,1
F-CNC-CA-00,Otros programas de interés,Cursos para Cooperativas - Certificación,,Delegación Coyoacán,"Asesoría/Capacitación
 Certificación","Capacitación
 Certificación",Imparte cursos para la formación de cooperativas y las certifica.,,Otros programas de interés,,Entrar a la formalidad.,Entrar a la formalidad.,20,0,1,1,0,0,1,0,1,1,0,0
F-CNC-AA-00,Otros programas de interés,"Fortalecimiento Competitivo de Microempresas participantes en el régimen de 
 Incorporación Fiscal",,Instituto Nacional del Emprendedor (INADEM),"Activo fijo
 Consultoría",Subsidio,Otorga apoyo económico para facilitar la incorporación fiscal de MiPyMEs (principalmente REPECOS). El apoyo económico puede ser utilizado para la compra de equipamiento y/o software para integrar soluciones de factura electrónica o para la contratación de servicios de consultoría contable.,"Call Center de atención a dudas 01-800-7INADEM 
 Víctor Manuel Sandoval Rivera 
 Av. Insurgentes Sur 1940, piso 10 
 Col. Florida, México, D.F. 
 Tel. 52296100 Ext. 32035 
 e-mail: victor.sandoval@economia.gob.mx",Otros programas de interés,,Entrar a la formalidad.,Entrar a la formalidad.,20,1,0,1,1,1,1,0,0,1,1,1
F-CNC-PC-00,Otros programas de interés,Oficina de Vinculación Empresarial,,Delegación Iztacalco,Asesoría/Capacitación,Capacitación,Brinda asesoría en temas de apertura de empresas y acceso a crédito.,"Cindy Rodriguez Vargas
 56543133 ext. 3347",Otros programas de interés,,Entrar a la formalidad.,Entrar a la formalidad.,20,0,1,1,1,1,1,0,1,1,0,0
F-CNC-CE-00,Otros programas de interés,Apoyos a la Microindustria y a la Actividad Artesanal,,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Certificación,Certificación,"Entrega de Cédula de acreditación a empresas microindustriales o artesanales. Con esta cédula, las empresas tienen acceso a beneficios como: menores requisitos en el caso de trámites en materia ambiental, acceso a programas de fomento económico, entre otros. El programa es apoyado por CANACINTRA, CANACO y CANIRAC.","Secretaría de Desarrollo Económico 
 Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F.
 56 82 20 96
 email: oip@sedecodf.gob.mx",Otros programas de interés,,Entrar a la formalidad.,Entrar a la formalidad.,20,1,1,1,0,1,1,0,0,1,0,0
F-CNC-JC-00,Otros programas de interés,Visto Bueno de Contrato Constitutivo de Sociedades de Responsabilidad Limitada Microindustriales o Artesanales o sus Modificaciones,,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Trámites,Contratación de Servicio,Trámite gratuito que permite la constitución legal de una sociedad o persona moral eximiéndola de los gastos de protocolización ante notario público.,"Secretaría de Desarrollo Económico 
 Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F.
 56 82 20 96
 email: oip@sedecodf.gob.mx",Otros programas de interés,,Entrar a la formalidad.,Entrar a la formalidad.,20,1,1,1,0,1,1,0,0,1,0,0
F-CNC-BE-0,Otros programas de interés,Incentivos fiscales,Inicio de operaciones en sectores de alta tecnología,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Incentivos fiscales,Subsidio,Otorga incentivos fiscales a empresas de alta tecnología que incian operaciones.,"Teléfono. 5682 2096 ext. 126 y 318 
 correo: jessica.rodriguez@sedecodf.gob.mx",Otros programas de interés,,Entrar a la formalidad.,Entrar a la formalidad.,20,0,0,0,0,0,0,1,1,1,0,0
E-SCU-MO-00,Otros programas de interés,Incentivos fiscales,Adquisición de local en espacios comerciales,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Incentivos fiscales,Subsidio,Otorga incentivos fiscales a comerciantes de la vía pública para que adquieran un local en espacios comerciales.,"Teléfono. 5682 2096 ext. 126 y 318 
 correo: jessica.rodriguez@sedecodf.gob.mx",Otros programas de interés,,Entrar a la formalidad.,Entrar a la formalidad.,20,0,1,1,0,0,0,0,0,1,1,0
E-SDR-FD-01,Otros programas de interés,Programa de Apoyo a Emprendedores y MiPyMEs de Correos de México,,Correos de México,Otro - Mensajería,Contratación de Servicio,"Proporciona servicios de Propaganda Comercial y Mexpost a los emprendedores y MiPyMEs de manera que tengan una difusión adecuada de sus servicios, productos o mercancías, así como la disponibilidad de redes para la distribución y entrega a distancia.","Nombre: Luis Ramón Sarrapy Priede
 Cargo: Subdirector de Ventas Corporativas
 Teléfono: 5130-4100 ext: 15108
 Correo electrónico: lsarrapy@correosdemexico.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,1,0,1,1,1,1,1,0,1,1,1
E-SDR-FD-02,Otros programas de interés,Incubadora EY,,Ernst & Young,"Asesoría/Capacitación
 Consultoría","Capacitación
 Servicio","EY es líder global en servicios de aseguramiento, asesoría, impuestos y transacciones. Las perspectivas y los servicios de calidad que entregamos ayudan a generar confianza y seguridad en los mercados de capital y en las economías de todo el mundo.","(55) 5283 1442
 Laura.santana@mx.ey.com
 www.ey.com/mx 
 Ejercito Nacional 843 Torre paseo, col. Granada. Cp 11520. México, D.F.",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,0,0,0,0,1,1,1,1,1
E-SDR-FD-03,Otros programas de interés,Fondo Nacional para el Fomento a las Artesanías (FONART),,Fondo Nacional para el Fomento a las Artesanías (FONART),"Activo fijo
 Capital de trabajo y otros
 Gasto corriente
 Capacitación","Subsidio
 Capacitación","Otorga un apoyo económico, así como asistencia técnica a los artesanos para contribuir a la mejora de su producción.","(01 55) 5093 6000, ext. 67506
 Horario de atención
 10:00 AM a 8:00 PM
 Página electrónica
 www.fonart.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,1,1,1,0,0,0,0,0,1,1,0
F-SDS-OP-00,Otros programas de interés,Liderazgo Ambiental para la Competitividad,,Procuraduría Federal de Protección al Ambiente (PROFEPA),Asesoría/Capacitación,Capacitación,"Mediante la aplicación de una metodología, se apoya a las empresas a desarrollar capacidades para generar ahorros económicos en sus procesos de producción al reducir el consumo de agua, energía y materias primas.",liderazgo@profepa.gob.mx,Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1d,0,0,1,1,0,0,1,1
F-STP-DC-00,Otros programas de interés,Asesoramiento técnico en procesos productivos o desarrollo de nuevos productos,,PROMÉXICO,"Asesoría/Capacitación
 Consultoría",Crédito,Otorga crédito para apoyar la transferencia de conocimiento en temas de productividad.,"ProMéxico: Camino a Santa Teresa No. 1679, Col. Jardines del Pedregal, Del. Álvaro Obregón, 01900, México D.F., Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,"1c
 1d",0,0,0,1,0,1,1,1
F-STP-PO-01,Otros programas de interés,Fomento a la Agricultura,PROAGRO Productivo,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Capital de trabajo y otros",Subsidio,Otorga apoyo económico para impulsar la productividad agrícola.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,1,1,0,0,1,1,0,1,1,1
F-STP-PO-02,Otros programas de interés,Fomento a la Agricultura,Incentivos para Productores de Maíz y Frijol (PIMAF),"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Capital de trabajo y otros
 Consultoría",Subsidio,Otorga apoyo económico destinado a la compra de paquetes tecnológicos que permitan incrementar la productividad en áreas de cultivo de maíz y frijol.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1,0,0,1,1,0,1,1,1
E-STF-AD-00,Otros programas de interés,Productividad y Competitividad Agroalimentaria,Productividad Agroalimentaria,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Consultoría",Subsidio,Otorga apoyo económico a proyectos agropecuarios y pesqueros que buscan incrementar y modernizar su capacidad de procesamiento. El apoyo puede ser destinado a la contratación de asistencia técnica o a la adquisición de infraestructura y equipamiento.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1,0,0,1,1,0,1,1,1
D-COY-CO-00,Otros programas de interés,Programa de Sanidad e Inocuidad Agroalimentaria,,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Asesoría/Capacitación
 Consultoría
 Investigación & Desarrollo
 Otros",Subsidio,"Otorga apoyo económico destinado al fortalecimiento de la sanidad e inocuidad del sector agropecuario. Dependiendo de la modalidad, los recursos pueden utilizarse principalmente en la investigación, capacitación e implementación de planes de sanidad.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,1,1,0,0,1,1,1,1,1,1
F-INA-FC-00,Otros programas de interés,Programa Integral de Desarrollo Rural,Desarrollo Integral de Cadenas de Valor,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Asesoría/Capacitación
 Capital de trabajo y otros
 Consultoría",Subsidio,"Otorga apoyo económico a pequeños productores y empresas que buscan incrementar su productividad. El apoyo puede ser destinados a diversos rubros: asistencia técnica, adquisición de equipamiento y Capital de trabajo, entre otros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,1,1,0,0,1,1,0,1,1,1
D-IZC-VE-00,Otros programas de interés,Distintivo H,,Secretaría de Turismo (SECTUR),Certificación,Certificación,"El Distintivo ""H"", es un reconocimiento que otorgan la Secretaría de Turismo y la Secretaría de Salud, a aquellos establecimientos fijos de alimentos y bebidas: (restaurantes en general, restaurantes de hoteles, cafeterías, fondas etc.), por cumplir con los estándares de higiene que marca la Norma Mexicana NMX-F605 NORMEX 2004.","NOMBRE Lic. Hassibe Osman Dewitt 
 CARGO Directora de Calidad y Competitividad Turística 
 EMPRESA Dirección General de Servicios Turísticos de la Secretaría de Turismo del Gobierno del Distrito Federal. 
 DIRECCIÓN Av. Nuevo León No. 56, 9º Piso. 
 COLONIA Hipódromo Condesa 
 C.P. 06100 
 CIUDAD México 
 ESTADO Distrito Federal 
 TELÉFONO 52120260 al 62 Ext. 2402 
 FAX 52120250 al 62 Ext. 2107 
 CORREO ELECTRÓNICO hassibeod@mexicocity.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1,1,0,0,0,0,1,1,1
E-SDC-MR-00,Otros programas de interés,Incentivos fiscales,Sustitución de importación de insumos,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Incentivos fiscales,Subsidio,Otorga incentivos fiscales a empresas industriales que sustituyan al menos el 50% del valor de materias primas importadas por insumos de producción local.,"Teléfono. 5682 2096 ext. 126 y 318 
 correo: jessica.rodriguez@sedecodf.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1,0,0,1,1,0,0,1,1
E-SDC-VB-00,Otros programas de interés,Incentivos fiscales,Incremento en capacidad instalada,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Incentivos fiscales,Subsidio,Otorga incentivos fiscales a MiPyMEs industriales.,"Teléfono. 5682 2096 ext. 126 y 318 
 correo: jessica.rodriguez@sedecodf.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1,0,0,1,1,0,0,1,1
E-SDC-IF-03,Otros programas de interés,Incentivos fiscales,Adquisición de espacios industriales,Secretaría de Desarrollo Económico del Distrito Federal (SEDECO),Incentivos fiscales,Subsidio,Otorga incentivos fiscales a empresas de industria maquiladora de exportación que adquieran espacios industriales.,"Teléfono. 5682 2096 ext. 126 y 318 
 correo: jessica.rodriguez@sedecodf.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1,1,1,1,1,0,1,1,1
E-SDC-IF-04,Otros programas de interés,Fomento al Desarrollo de las Actividades Agropecuarias y Agroindustrias (FAAA),"Programa de Desarrollo Agropecuario y Rural de la Ciudad de México (cultivo y producción agrícola, pecuaria y piscícola)",Secretaría de Desarrollo Rural y Equidad para las Comunidades (SEDEREC),"Activo fijo
 Capital de trabajo y otros
 Gasto corriente",Subsidio,Otorga apoyo económico para actividades productivas de la población rural del Distrito Federal. Los beneficiarios pueden decidir el uso que le darán a este apoyo siempre y cuando cuenten con la autorización necesaria.,"Cuajimalpa/Álvaro Obregón/ La Magdalena Contreras:
 Luis Cabrera No. 1, Col. San Jerónimo Lídice, en Casa Popular, Delegación La Magdalena Contreras, México D.F., Código Postal 10200.
 
 Tlalpan: 
 Carretera Federal México-Cuernavaca, km. 36.5, Pueblo de San Miguel Topilejo (Paraje El Crucero), Delegación Tlalpan, México D.F., Código Postal 14900.
 
 Milpa Alta/Tláhuac: 
 Prolongación San Francisco s/n, Santa Catarina Yecahuizotl, Delegación Tláhuac, México D.F., Código Postal 13100.
 
 Xochimilco:
 Avenida “Año de Juárez”, número 9700, colonia “Quirino Mendoza”, Delegación Xochimilco, México D.F., Código Postal 16610.",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,1,1,0,0,0,0,1,1,0,0
F-SAG-SC-00,Otros programas de interés,Fomento al Desarrollo de las Actividades Agropecuarias y Agroindustrias (FAAA),Programa de Desarrollo Agropecuario y Rural de la Ciudad de México (producción de nopal/amaranto),Secretaría de Desarrollo Rural y Equidad para las Comunidades (SEDEREC),"Activo fijo
 Capital de trabajo y otros",Subsidio,Otorga apoyo económico para actividades productivas de la población rural del Distrito Federal. Las actividades productivas deben estar relacionadas a la producción de nopal y/o amaranto.,"Cuajimalpa/Álvaro Obregón/ La Magdalena Contreras:
 Luis Cabrera No. 1, Col. San Jerónimo Lídice, en Casa Popular, Delegación La Magdalena Contreras, México D.F., Código Postal 10200.
 
 Tlalpan: 
 Carretera Federal México-Cuernavaca, km. 36.5, Pueblo de San Miguel Topilejo (Paraje El Crucero), Delegación Tlalpan, México D.F., Código Postal 14900.
 
 Milpa Alta/Tláhuac: 
 Prolongación San Francisco s/n, Santa Catarina Yecahuizotl, Delegación Tláhuac, México D.F., Código Postal 13100.
 
 Xochimilco:
 Avenida “Año de Juárez”, número 9700, colonia “Quirino Mendoza”, Delegación Xochimilco, México D.F., Código Postal 16610.",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,1,1,0,0,0,0,1,1,0,0
E-SDE-IS-00,Otros programas de interés,Fomento al Desarrollo de las Actividades Agropecuarias y Agroindustrias (FAAA),Programa de Desarrollo Agropecuario y Rural de la Ciudad de México,Secretaría de Desarrollo Rural y Equidad para las Comunidades (SEDEREC),"Activo fijo
 Capital de trabajo y otros",Subsidio,Otorga apoyo económico para actividades productivas de la población rural del Distrito Federal.,"Cuajimalpa/Álvaro Obregón/ La Magdalena Contreras:
 Luis Cabrera No. 1, Col. San Jerónimo Lídice, en Casa Popular, Delegación La Magdalena Contreras, México D.F., Código Postal 10200.
 
 Tlalpan: 
 Carretera Federal México-Cuernavaca, km. 36.5, Pueblo de San Miguel Topilejo (Paraje El Crucero), Delegación Tlalpan, México D.F., Código Postal 14900.
 
 Milpa Alta/Tláhuac: 
 Prolongación San Francisco s/n, Santa Catarina Yecahuizotl, Delegación Tláhuac, México D.F., Código Postal 13100.
 
 Xochimilco:
 Avenida “Año de Juárez”, número 9700, colonia “Quirino Mendoza”, Delegación Xochimilco, México D.F., Código Postal 16610.",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,1,1,0,0,0,0,1,1,0,0
F-SDS-ND-00,Otros programas de interés,Programa de Opciones Productivas,,Secretaría de Desarrollo Social (SEDESOL),"Activo fijo
 Capital de trabajo y otros
 Gasto corriente
 Capacitación
 Capital","Subsidio
 Capacitación
 Capital","Otorga apoyo económico, asistencia técnica y/o capital para impulsar el crecimiento de proyectos productivos.","(01 55) 5141 7900,
 ext. 54109, 54114, 54118,
 54122, 54125, 54138 y 54157
 Dirección
 Av. Paseo de la Reforma 51, piso 21,
 Col. Tabacalera, Del. Cuauhtémoc,
 CP 06030, México, DF
 Horario de atención
 9:00 AM a 7:00 PM
 Correos electrónicos
 quejasop@sedesol.gob.mx
 demandasocial@sedesol.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,1,1,1,0,0,0,0,0,1,1,0
F-CNC-AV-00,Otros programas de interés,Sistema para Declarar las Condiciones de Seguridad y Salud en el Trabajo (DECLARALAB).,,Secretaría del Trabajo y la Previsión Social (STPS),Vinculación,Vinculación,"Herramienta que pretende que las empresas identifiquen, de acuerdo a sus actividades, las disposiciones de la normatividad aplicable, y al mismo tiempo, definir las
 condiciones de seguridad existentes en sus instalaciones.","Datos de contacto: 
 Nombre: Ing. Ana María Maldonado Hernández 
 Cargo: Subdirectora de Asistencia Técnica en Seguridad e Higiene 
 Teléfono: (55) 3000 – 2700 ext. 5337 
 Correo electrónico: amaldonadoh@stps.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1d,0,0,0,1,0,0,1,1
F-CNC-IC-00,Otros programas de interés,Programa de Apoyo para la Productividad,Curso de productividad y empleabilidad,Secretaría del Trabajo y la Previsión Social (STPS),Asesoría/Capacitación,Subsidio,Otorga apoyo económico a las empresas para que capaciten a sus trabajadores en temas de productividad.,"Oficinas de la Dirección General de Productividad Laboral y Fomento de la Empleabilidad, ubicadas en Reforma No. 93, 
 piso 11, Colonia Tabacalera, México D.F. Teléfono 20005359.
 productividadlaboral@stps.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1d,0,0,1,1,0,0,1,1
F-CNC-ME-00,Otros programas de interés,Programa de Apoyo para la Productividad,Asistencia técnico-legal en materia de productividad,Secretaría del Trabajo y la Previsión Social (STPS),Consultoría,Subsidio,Otorga apoyo económico para la contratación de servicios de consultoría en temas de asistencia técnico-legal en materia de productividad.,"Oficinas de la Dirección General de Productividad Laboral y Fomento de la Empleabilidad, ubicadas en Reforma No. 93, 
 piso 11, Colonia Tabacalera, México D.F. Teléfono 20005359.
 productividadlaboral@stps.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1d,0,0,1,1,0,0,1,1
F-CNC-RA-00,Otros programas de interés,Fomento al Autoempleo Capacitación y Modernización,,Secretaría del Trabajo y Fomento al Empleo del Distrito Federal (STyFE),Asesoría/Capacitación,Subsidio,Otorga apoyo económico a MiPyMEs para la contratación de capacitaciones y consultorías que permitan la mejora de las condiciones salariales y de seguridad e higiene de los trabajadores.,"Responsable
 Lic. Raúl Lezama Perea
 
 Informes al
 Tel. 57 09 77 42",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1,0,0,1,0,0,0,1,1
E-FDS-FM-08,Otros programas de interés,"Estrategia de financiamiento a la Micro, Pequeña y Mediana empresa.",Certificaciones,FONDESO,Certificación,Crédito,"Pago para acceder al procedimiento por el cual se evalúa, a través de una entidad u organización certificadora, que el producto o servicio cumple con estándares de calidad nacionales y/o internacionales.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Incrementar la productividad/ Mejorar procesos,Maximizar la productividad/ Desarrollar procesos.,20,0,0,1,1,1,1,1,0,1,1,1
